sentiment,review,context
positiva,"hi kitti",politics
positiva,"share thank",politics
positiva,"came exclus 99vidasbonus collabor come talk vaiti d listen ",politics
positiva,"babi m give case wo n t argu noth re do harm m strengthen myself do moment take care yourself resist stay well hug ceainti",politics
positiva,"perfect holiday updat blog s guidelin estantedanin",politics
positiva," some suppo tweet away ok ",politics
positiva," s better plan mine ",politics
positiva,"arriv 10 min earli explain wow evaaa",politics
positiva,"child s babi",politics
positiva,"bought cap sto feliz",politics
positiva,"saturday tomorrow saturday saturday n t work monday dnv",politics
positiva,"accept order saturday dm",politics
positiva,"sorri miss p promis appear",politics
positiva,"follo",politics
positiva,"noth ",politics
positiva,"watch xuxa childhood adulthood film made come mind current allow shown",politics
positiva," s uhul d",politics
positiva,"twitter sdd",politics
positiva,"assign note 8pm d todayandd im fkn nervous ",politics
positiva,"inesantos_ m hurri plea",politics
positiva,"ya mani time",politics
positiva,"s e i t a d e m o n i a c a could ask bigger receipt transluc fanatic ",politics
positiva,"guy n t invit friend group ",politics
positiva,"went sing serendip plate hand let stroganoff fall floor whole room d ",politics
positiva,"call everyon sir madam creation aunt 5 nephew d",politics
positiva,"send cute messag ",politics
positiva,"thank pride have made dream come true myth",politics
positiva,"morn brother ",politics
positiva," ll tell later ",politics
positiva,"eee naber ",politics
positiva,"follo",politics
positiva,"deezer",politics
positiva,"woke cute went yawn meow morn r ",politics
positiva,"invit",politics
positiva,"cours longer call cholesterol d",politics
positiva," open bit shit respons n t understand p",politics
positiva,"uahahaha amaz been tri custom world madonna look 5 minut fame maximum demand apolit roger water hgc3tcmmam",politics
positiva,"sta tour capit cuba backpack come thank pictur exm susana pragana joel pedreirinho francisco excursioneshabana matanza havana iberostarbellavista varadero cuba bygemavista bygemavistapelomundo bomfimdesemana",politics
positiva,"thank ",politics
positiva,"receiv comment journal verifi account p",politics
positiva,"woke stomach ach 3 thrush crazi sink yesterday cloth wash cook zone train studi least hair great",politics
positiva,"like noth exchang union",politics
positiva,"afternoon ",politics
positiva,"number follow fluctuat recent week 31 400 then 31 300 later 31 400 31 500 safeti margin three percentag point plus minus s right ",politics
positiva,"attack bias malici repo whenev access poal look spos page p",politics
positiva,"year father christma hand gift cambridg ",politics
positiva,"kkk n t save anyth popcorn kkkkk",politics
positiva," actual link sent some recent thing n t follow p 2003 receiv ilga award ",politics
positiva,"some photo yesterday bgs stand old spice activis which suppo dure event amaz",politics
positiva,"xuxa ",politics
positiva,"bihday 1 year biggest fire pougal memori",politics
positiva,"hi animesync jojo staff member d kkkkk",politics
positiva,"forgot score p",politics
positiva,"non poabl surviv equip keep indoor face situat famin scarciti such generat wood stove stirl engin etc ",politics
positiva,"agtluca contextu separ routin everyday thing defin context such fix sole shoe p",politics
negativa,"obvious unintent mass ne complic",politics
negativa,"sta ",politics
negativa,"stop interpret n t understand anyth",politics
negativa," look",politics
negativa,"put photo urg godpar godmoth didn t photo ",politics
negativa,"dream ever hug dream world dream hug idol",politics
negativa,"yes saw",politics
negativa,"protein",politics
negativa,"bar f12b2d76 8e99 4267 a88 8efe5405ee91",politics
negativa,"look m tire",politics
negativa,"el",politics
negativa,"ca n t ca n t win ca n t doe n t win",politics
negativa,"piti few ",politics
negativa,"ama look n t joke ea draw",politics
negativa,"hey princess happen hug tight",politics
negativa,"bar f12b2d76 8e99 4267 a88 8efe5405ee91",politics
negativa,"come thing slipper health shit tax shit blame r 13 increas unemploy rang",politics
negativa,"founat noheast futur rest doe n t",politics
negativa,"discourag",politics
negativa,"shame girl been say thing",politics
negativa,"hate liver lunch liver",politics
negativa,"plea rush 300 sub ",politics
negativa,"understand ",politics
negativa,"prefer money govern",politics
negativa,"thief condon end racist homophob condon end difficult choos",politics
negativa," m feel",politics
negativa,"putz",politics
negativa,"lack read worri ",politics
negativa,"could right ",politics
negativa," m stay",politics
negativa,"luciana son law",politics
negativa,"taliria protect u friend scare wear sticker ",politics
negativa,"urgent cut hair salon end close doe anyon indic ani ",politics
negativa,"abl adopt chimpanze name carlo use advanc step",politics
negativa," excus oincomodo ",politics
negativa,"shit",politics
negativa,"ain didn t let anyon cri fight zero strength ",politics
negativa,"nana ",politics
negativa,"n t talk",politics
negativa,"yes continu question mani then realiz error presid threat ani crimin corrupt politician rapist murder research",politics
negativa,"ca n t",politics
negativa," mom doe n t anymor ",politics
negativa," s anoth lunch ",politics
negativa,"meet bad talk ctg aff piti m courag whi call talk dm ",politics
negativa,"tradit brazilian coupl sunday lunch shop cinema mass eat x salad pena mass came knock door open",politics
negativa," refus continu",politics
negativa,"neither swear find myself trap debat guy doe anyon ani tip ",politics
negativa,"tezcoatl news m see guy capoeira other guy kill gay say name ca n t pretend s okay",politics
negativa,"vote null same make percentag bonoro higher",politics
negativa,"then may longer money ",politics
negativa," m proud",politics
negativa,"touch hair m",politics
negativa,"bah send cirooooo pqp anim suffer lack inclus situat wors ",politics
negativa,"follo",politics
negativa,"god doesn t pas god grid both day",politics
negativa," m upset wo n t pagoda 12",politics
negativa,"ca n t talk lost unfoun ",politics
negativa,"thank god do m rest countri n",politics
negativa,"nct serious fact happen life",politics
negativa,"old man hospit where cri pain call name child hospit companion ",politics
negativa,"n t send messag went block kkkkkkkkkk",politics
negativa,"doe n t look blame thing",politics
negativa,"siiim saw repo reliabl sourc alckim should suppo sebozo",politics
negativa,"yes old man appli 4 year",politics
negativa,"wors",politics
negativa,"unfoun psl s went over 50",politics
negativa,"depress suck anim",politics
negativa," imagin festiv sad ",politics
negativa,"thought come ",politics
negativa,"morn morn morn poobello reso",politics
negativa,"fact noheast fuck everi way cuz hate must note should post poal should worri other next step q odio vc got",politics
negativa,"follo",politics
negativa,"friend complet lost presid win addit suppoer power",politics
negativa,"sad n t case hate pessimist believ anti petism increas s turn into nazi v unfoun increas",politics
negativa,"difficult fli person post pay disclosur ",politics
negativa,"angel world",politics
negativa," m lie down while",politics
negativa," m scare death ciro",politics
negativa,"greatest won zezao demonstr practic",politics
negativa,"could photo ",politics
negativa,"thought solv",politics
negativa,"hole don t use",politics
negativa,"hi n t",politics
negativa,"almost paid fight 2nd shift control myself ",politics
negativa,"doe n t beauti expo say le armi wrong come boy them dedic stop harm fandom",politics
negativa,"bar 86483ccb c3b4 42d1 9d44 e6771a9f78a2",politics
negativa," m hungri ca n t down",politics
negativa,"sta",politics
negativa,"thank yes been better stay friend ah",politics
negativa," s easi fuck",politics
negativa,"situat",politics
negativa," put blz unfoun thing happen ",politics
negativa,"fulli understand ",politics
negativa,"eu tbm",politics
negativa,"hit monster",politics
negativa,"woke sick",politics
negativa,"oop n t m",politics
negativa,"bar 86483ccb c3b4 42d1 9d44 e6771a9f78a2",politics
negativa,"brescia ",politics
negativa,"name keep pot doe n t deserv countri shit",politics
negativa,"nobodi want marri shit imagin find someon anoth countri ",politics
negativa,"mt far away harder woh",politics
negativa,"kiss soo",politics
negativa,"ain tay shame n t show",politics
negativa,"suppo thing come least expect divid between admir feel person respect yourself disappoint surpris",politics
negativa,"spoil hauahauaua",politics
negativa,"bar 050b124f db4e 4d43 8b92 80c9d1e0be5a",politics
negativa,"gatito ",politics
negativa,"togeth",politics
negativa,"noth better someon knew studi master forens psychiatrist know plea listen them right anyon presid wors ",politics
negativa," m kind true tomorrow tg hair n t paint black",politics
negativa," m tear cultur",politics
negativa,"news 100 ballot count elector coeffici chang dougla belchior lost seat",politics
negativa,"unfoun",politics
negativa,"life everi mark someth mariana show n t",politics
negativa,"okay m becom teen fuck virgin weeabo",politics
negativa,"doe n t carol",politics
negativa,"bar 050b124f db4e 4d43 8b92 80c9d1e0be5a",politics
negativa,"babygirl talk cmg",politics
negativa," m",politics
negativa,"went check astrolog sky ten",politics
negativa,"pain",politics
negativa,"sta",politics
negativa,"half",politics
negativa,"invit two invest return doe encourag invit",politics
negativa,"n t send messag must sleep busi",politics
negativa,"tezcoatl yes u yumi afraid woman imagin possibl guy win continu speech imagin move promis pay elect hell",politics
negativa,"md saw die yesterday twd aaaaaaaa",politics
negativa,"ca n t ani sick",politics
negativa," m m total flop",politics
negativa,"should call year",politics
negativa," m eliza",politics
negativa," stayselcaday n t photo post",politics
negativa,"die",politics
negativa,"dark time arriv been announc oh",politics
negativa,"yesterday thought vote blank give vote presid shot foot m discredit",politics
negativa,"yes hell them everi famili mother don t anyth feel alon such",politics
negativa," m afraid ask favorit uncl",politics
negativa,"n t work seat occupi",politics
negativa,"unfoun truth",politics
negativa,"ai friend worst eh q famili anti",politics
negativa,"great",politics
negativa,"mano govern r sinc doe n t set fire n t cancel n t choos between 15 45 pain",politics
negativa,"bar 050b124f db4e 4d43 8b92 80c9d1e0be5a",politics
negativa,"bgs last year event remark",politics
negativa,"serious let s",politics
negativa,"schema pierc nippl tomorrow wo n t roll anymor ca n t anymor",politics
negativa,"kkkk lt 3 oh angel hug",politics
negativa,"yes right",politics
negativa,"until elect pas remain disabl lower energi",politics
negativa,"face",politics
negativa,"damn",politics
negativa,"decid tell okay n t m",politics
negativa,"absurd countri live ",politics
negativa,"anyon canada 2019 shsjdjd n alon",politics
negativa,"doe n t disappoint way n",politics
negativa,"lost firework",politics
negativa,"ai bia move noheast state shame",politics
negativa," m discourag post thing victon",politics
negativa,"oh bro m sadeee n t wait ",politics
negativa,"n t school",politics
negativa,"nene ",politics
negativa,"lost human",politics
negativa,"carai heavi miga",politics
negativa,"n t answer",politics
negativa," s play tottenham s spfc huh ",politics
negativa,"togeth distanc send each audio shout",politics
negativa,"walk street almost give panic wonder which random courag kill fist girlfriend boyfriend m scare friend",politics
negativa,"fuck",politics
negativa,"understand",politics
negativa,"man s garbag prais fucker again thank angel show",politics
negativa,"asham ",politics
negativa,"tweet seal punch simpli realiti lgbtq ",politics
negativa," call ",politics
negativa,"put sad asid focus day to day routin happen ",politics
negativa,"49 275 358 vote societi lost yesterday",politics
negativa,"congratul mg soquenao fuck",politics
negativa," m see talk their famili polit",politics
negativa,"n t happen snap",politics
negativa,"arrobabia imagin ll call again",politics
negativa,"sorri fail",politics
negativa,"follo",politics
negativa,"friend look wpp",politics
negativa,"teacher simpli terrifi whole situat biolog teacher said could n t sleep faith right broke hea",politics
negativa,"damn season game life ve been wait 2 year",politics
negativa,"n t courag",politics
negativa,"minion father ",politics
negativa,"stupid revolt must made forget",politics
negativa," jadepicon mpn joaoguilherm maisanichola maisasilvatv school ",politics
negativa,"1230 ",politics
negativa,"unfoun wo n t",politics
negativa,"could seri x men kill ",politics
negativa,"vmin hold hand barca ",politics
negativa,"understood grew almost class subject mention",politics
negativa,"man fuck revolt anyway keep tri find explan real",politics
negativa,"someon strength cap",politics
negativa,"coffe made sweet",politics
negativa,"n t",politics
negativa,"consequ shi",politics
negativa,"dog she eat brush ksjskjddk",politics
negativa,"oh hus should n t",politics
negativa,"boyfriend lie quiet chest watch random seri",politics
negativa,"choos photo ",politics
negativa,"deserv call howev doe exclud fact tite ignor nere ",politics
negativa,"ciro12 yesterday ",politics
negativa," m cri",politics
negativa,"dog to improv",politics
negativa,"dream kiss unfoun dream",politics
negativa,"fuck hate separ mozi well 10 minut away m die sdds ",politics
negativa,"better ",politics
negativa,"tezcoatl girl cri gastriti under attack n t been abl eat right yet ca n t feel motiv anyth result",politics
negativa,"wow buddi s easi",politics
negativa,"oh dear",politics
negativa,"n t through",politics
negativa,"mtt",politics
negativa,"hello babi throughout feel better plea n t ",politics
negativa,"life histori class n t believ left subject bozo elect",politics
negativa,"look hate knocker eh both side",politics
negativa,"miami downtown",politics
negativa,"joohyun ta doi doi chest",politics
negativa,"hea been race sinc hr q woke aaa n ca n t ani worri ",politics
negativa," t understand claim christian bonoro t understand secur economi etc complet put asid hate speech serious ",politics
negativa,"sell binni jinni",politics
negativa,"follo",politics
negativa,"some talk n t talk yes some",politics
negativa,"could n t kitti b af",politics
negativa,"follo",politics
negativa,"tbm shippo clarck lesbian straight bi sl last season lesb n t seen 5 yet ",politics
negativa,"fairytaele_ aaaaaaaaaa piti ",politics
negativa,"ai bro vmin friendship awkward protect them evil god doe",politics
negativa,"wow pea strang",politics
negativa,"n t bother",politics
negativa,"dictatorship elect 2022 choos presid 2043 ",politics
negativa," m answer",politics
negativa,"worst wors ",politics
negativa," m scare",politics
negativa,"may legitim evid show",politics
negativa,"home",politics
negativa," m exact",politics
negativa,"doe n t thatoo angel ",politics
negativa,"hate stori",politics
negativa,"got home hungri lunch readi",politics
negativa,"man world woman world",politics
negativa,"hate",politics
negativa,"someth crazi glass",politics
negativa,"ai obrigadaa m excit find",politics
negativa,"n t million right kakakaka",politics
negativa,"unfoun everyon chang ani reason",politics
negativa,"mine",politics
negativa,"nobodi want come lunch hate lunch alon",politics
negativa,"n t been feel well week exam result come next month",politics
negativa,"abl comeback",politics
negativa," went busi ask speak right then case send code msg wait until 2min p dnv didn t arriv ",politics
negativa,"n t exist",politics
negativa,"enter other bambui found yesterday left spent r 180 campaign got mileag vote 13k ",politics
negativa," m screw last 2 month colleg",politics
negativa,"heaven",politics
negativa,"affin boulo vote ciro despit vice govern plan chanc reach unfoun n t happen",politics
negativa,"someon use metadinha ask ",politics
negativa,"grandmoth s hous where live sever foot jambo stupid broke jambo",politics
negativa,"dollar went r 377 1219",politics
negativa,"dollar went r 377 1219",politics
negativa,"girlfriend home ngm saw kkkk nor",politics
negativa,"ca n t week anymor",politics
negativa,"hey angel",politics
negativa,"rich 3",politics
negativa,"kitten die",politics
negativa," m shake scare",politics
negativa,"pena q gintama over",politics
negativa,"tell",politics
negativa,"bos everyon offic vote presid defend man desir great",politics
negativa,"fuck huh bro dm stack",politics
negativa,"sometim wonder mani die feel weird crazi displac simpli said way live ",politics
negativa,"colic lie down",politics
negativa,"ai",politics
negativa,"like fire p android depress enemi",politics
negativa,"yes ",politics
negativa,"vasco outubro rosa shi look mine pink kkk ca n t afford buy",politics
negativa," s collect blind unfoun s real n t",politics
negativa,"lunch break goe",politics
negativa,"follo",politics
negativa,"declar suppo yesterday",politics
negativa,"dm grandma ",politics
negativa,"god ",politics
negativa,"nor invit ",politics
negativa,"big deal angel silli ",politics
negativa,"month bihday difficult period happen",politics
negativa,"yes n t",politics
negativa,"nose pierc ignit dnv",politics
negativa,"eu tbm",politics
negativa,"wow lari m sorri ",politics
negativa,"dark time approach",politics
negativa," m celebr rj s trash elect m sorri bb ",politics
negativa,"ai nao scare elect",politics
negativa,"mare sixth lambateria festiv",politics
negativa,"pc play",politics
negativa,"trist warner launch shazam trailer",politics
negativa,"fuck s famili right unfoun difficult avoid presenc ",politics
negativa,"think could done ciro 12",politics
negativa,"star grandma said look aw bought cool complain got loo",politics
neutra," woman creat stylish cloth chicken success usa",politics
neutra,"china legal exist detent camp islam minor",politics
neutra," romeu zema punish tre do irregular adveis store",politics
neutra," s fake audio attribut luana piovani which declar suppo candid",politics
neutra,"ami winehous return stage form hologram journal",politics
neutra,"congress peru free albeo fujimori jail law written alli",politics
neutra," call kid their hand diy 10 recip",politics
neutra,"businessman josu gome profil occupi fazenda",politics
neutra,"flaw act presid victim preach",politics
neutra,"banksi buyer crush sothebi s auction maintain acquisit work ",politics
neutra," i delight friend seminarian kill accid raposo tavar highway eve present cbt journal journalsp",politics
neutra," macron propos equal social secur system",politics
neutra,"man appear offend noheastern son presid",politics
neutra," age exp do karat keep healthi",politics
neutra,"whi astronaut soyuz spacecraft emerg land journal",politics
neutra,"hacker send fake promot letter scam internet",politics
neutra," tri attract joaquim barbosa josu gome",politics
neutra,"trio carioca out approach clube da esquina album journal",politics
neutra," presid s vice offici make union rio",politics
neutra,"interest must le profit ",politics
neutra,"facebook delet 810 account u spread misinform",politics
neutra,"rodrigo tavar announc suppo doria journal journalsp",politics
neutra," camara get younger militari feminin",politics
neutra,"groom thrill friend send hand hammer braill invit",politics
neutra,"egypt cou sentenc death 17 attack christian church",politics
neutra,"student swastika call teacher black chicken ",politics
neutra," presid admit debat strategi ",politics
neutra,"main point presid govern program ",politics
neutra,"presid death toll militari dictatorship same carniv elections2018",politics
neutra,"presid doe debat paicip event hospit discharg",politics
neutra,"witzel receiv hous assist judg though own home journal journalrio",politics
neutra," world s longest flight take off singapor u",politics
neutra,"citizen babi beast beatl 4kid enliven parent child",politics
neutra,"parallel interview presid respond 11 topic",politics
neutra," defeat deputi candid make post gun drawn ",politics
neutra,"candid governor run 2nd suppo race presid journal",politics
neutra," blind elect feder deputi want oppoun",politics
neutra," driver rescu dog run over b corridor west zone rio ",politics
neutra," chang diet messi rakit djokov s perform ",politics
neutra," pm s car crash train en rout sc journal journalsc",politics
neutra,"wilson witzel receiv salari abov ceil judg ",politics
neutra," presid ask alli avoid talk press",politics
neutra,"venezuela releas four soldier accus plan coup maduro journal",politics
neutra," woman creat stylish cloth chicken success usa",politics
neutra,"china legal exist detent camp islam minor",politics
neutra," romeu zema punish tre do irregular adveis store",politics
neutra," s fake audio attribut luana piovani which declar suppo candid",politics
neutra,"ami winehous return stage form hologram journal",politics
neutra,"congress peru free albeo fujimori jail law written alli",politics
